,INSCRICAO,ENDEREÇO IMOVEL,CONTRIBUINTE,CLASSIFICACAO,BENEFICIO,geocode_result
581,262385-4,R DR FRANCISCO GADELHA (SDO) 564  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811120,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': 'Rua Doutor Francisco Gadelha', 'short_name': 'R. Dr. Francisco Gadelha', 'types': ['route']}, {'long_name': 'Luciano Cavalcante', 'short_name': 'Luciano Cavalcante', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60811-120', 'short_name': '60811-120', 'types': ['postal_code']}], 'formatted_address': 'R. Dr. Francisco Gadelha - Luciano Cavalcante, Fortaleza - CE, 60811-120, Brazil', 'geometry': {'bounds': {'northeast': {'lat': -3.7742039, 'lng': -38.4815427}, 'southwest': {'lat': -3.777329699999999, 'lng': -38.4928765}}, 'location': {'lat': -3.7759426, 'lng': -38.4874842}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -3.7742039, 'lng': -38.4815427}, 'southwest': {'lat': -3.777329699999999, 'lng': -38.4928765}}}, 'partial_match': True, 'place_id': 'ChIJFXi0DldPxwcRYsJLuax2W6Q', 'types': ['route']}]"
582,66703-0,R  LIBERATO BARROSO 971  22 CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '971', 'short_name': '971', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 971 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.726152799999999, 'lng': -38.53591400000001}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724803819708498, 'lng': -38.53456501970851}, 'southwest': {'lat': -3.727501780291502, 'lng': -38.53726298029151}}}, 'place_id': 'EkRSLiBMaWJlcmF0byBCYXJyb3NvLCA5NzEgLSBDZW50cm8sIEZvcnRhbGV6YSAtIENFLCA2MDAzMC0xNjAsIEJyYXppbCIbEhkKFAoSCRGXmduvSccHEd4pLLsnU_inEMsH', 'types': ['street_address']}]"
583,116965-3,R  ROSINHA SAMPAIO 2193  VILA VELHA FORTALEZA - CE CEP:60345662,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '2193', 'short_name': '2193', 'types': ['street_number']}, {'long_name': 'Rua Rosinha Sampaio', 'short_name': 'R. Rosinha Sampaio', 'types': ['route']}, {'long_name': 'Jardim Guanabara', 'short_name': 'Jardim Guanabara', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60345-662', 'short_name': '60345-662', 'types': ['postal_code']}], 'formatted_address': 'R. Rosinha Sampaio, 2193 - Jardim Guanabara, Fortaleza - CE, 60345-662, Brazil', 'geometry': {'location': {'lat': -3.724131, 'lng': -38.5979311}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.722782019708498, 'lng': -38.59658211970849}, 'southwest': {'lat': -3.725479980291503, 'lng': -38.59928008029149}}}, 'place_id': 'ChIJeQEaqE9KxwcR5PZqjZ4AvJM', 'plus_code': {'compound_code': '7CG2+8R Jardim Guanabara, Fortaleza - CE, Brazil', 'global_code': '69837CG2+8R'}, 'types': ['street_address']}]"
584,258718-1,R TEN BOTELHO 20  MONDUBIM FORTALEZA - CE CEP:60761530,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '20', 'short_name': '20', 'types': ['street_number']}, {'long_name': 'Rua Tenente Botelho', 'short_name': 'Rua Tenente Botelho', 'types': ['route']}, {'long_name': 'Mondubim', 'short_name': 'Mondubim', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60761-530', 'short_name': '60761-530', 'types': ['postal_code']}], 'formatted_address': 'Rua Tenente Botelho, 20 - Mondubim, Fortaleza - CE, 60761-530, Brazil', 'geometry': {'location': {'lat': -3.8148386, 'lng': -38.5580328}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.813489619708498, 'lng': -38.5566838197085}, 'southwest': {'lat': -3.816187580291502, 'lng': -38.5593817802915}}}, 'place_id': 'ChIJ6xoIoxJOxwcRNBebRQdHaho', 'plus_code': {'compound_code': '5CPR+3Q Mondubim, Fortaleza - State of Ceará, Brazil', 'global_code': '69835CPR+3Q'}, 'types': ['street_address']}]"
585,257361-0,R  FRANCISCO GLICERIO 395  JARDIM CEARENSE FORTALEZA - CE CEP:60711055,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '395', 'short_name': '395', 'types': ['street_number']}, {'long_name': 'Rua Francisco Glicério', 'short_name': 'R. Francisco Glicério', 'types': ['route']}, {'long_name': 'Maraponga', 'short_name': 'Maraponga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60711-055', 'short_name': '60711-055', 'types': ['postal_code']}], 'formatted_address': 'R. Francisco Glicério, 395 - Maraponga, Fortaleza - CE, 60711-055, Brazil', 'geometry': {'bounds': {'northeast': {'lat': -3.7974762, 'lng': -38.5651248}, 'southwest': {'lat': -3.7977151, 'lng': -38.5652746}}, 'location': {'lat': -3.7975882, 'lng': -38.565207}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.796246669708498, 'lng': -38.5638507197085}, 'southwest': {'lat': -3.798944630291502, 'lng': -38.5665486802915}}}, 'place_id': 'ChIJYavyIX5OxwcRP9B42isVIBQ', 'types': ['premise']}]"
586,278460-2,R  TIBURCIO PEREIRA 614  CAJAZEIRAS FORTALEZA - CE CEP:60864260,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '614', 'short_name': '614', 'types': ['street_number']}, {'long_name': 'Rua Tibúrcio Pereira', 'short_name': 'R. Tibúrcio Pereira', 'types': ['route']}, {'long_name': 'Cajazeiras', 'short_name': 'Cajazeiras', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60864', 'short_name': '60864', 'types': ['postal_code', 'postal_code_prefix']}], 'formatted_address': 'R. Tibúrcio Pereira, 614 - Cajazeiras, Fortaleza - CE, 60864, Brazil', 'geometry': {'location': {'lat': -3.7991802, 'lng': -38.5090911}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.797831219708498, 'lng': -38.5077421197085}, 'southwest': {'lat': -3.800529180291502, 'lng': -38.5104400802915}}}, 'place_id': 'Ej5SLiBUaWLDunJjaW8gUGVyZWlyYSwgNjE0IC0gQ2FqYXplaXJhcywgRm9ydGFsZXphIC0gQ0UsIEJyYXppbCIbEhkKFAoSCbGgrV0KT8cHEZBW9SJzs7h-EOYE', 'types': ['street_address']}]"
587,382456-0,R  7 (CONJ. MIRASSOL)   PARQUE DOIS IRMÃOS FORTALEZA - CE CEP:60743270,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': 'Rua 2', 'short_name': 'R. 2', 'types': ['route']}, {'long_name': 'Parque Dois Irmãos', 'short_name': 'Parque Dois Irmãos', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60714-222', 'short_name': '60714-222', 'types': ['postal_code']}], 'formatted_address': 'R. 2 - Parque Dois Irmãos, Fortaleza - CE, 60714-222, Brazil', 'geometry': {'bounds': {'northeast': {'lat': -3.7924945, 'lng': -38.5380308}, 'southwest': {'lat': -3.7974821, 'lng': -38.5457495}}, 'location': {'lat': -3.7945511, 'lng': -38.5418601}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -3.7924945, 'lng': -38.5380308}, 'southwest': {'lat': -3.7974821, 'lng': -38.5457495}}}, 'partial_match': True, 'place_id': 'EjJSLiAyIC0gUGFycXVlIERvaXMgSXJtw6NvcywgRm9ydGFsZXphIC0gQ0UsIEJyYXppbCIuKiwKFAoSCcVpEsT2TscHEcK5CvotFwZ3EhQKEgk5TrtHXE7HBxFVoIRWJnLnkA', 'types': ['route']}]"
588,66681-5,R  LIBERATO BARROSO 1001  202 CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1001', 'short_name': '1001', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 1001 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.726087499999999, 'lng': -38.5361194}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724738519708497, 'lng': -38.53477041970849}, 'southwest': {'lat': -3.727436480291502, 'lng': -38.53746838029149}}}, 'place_id': 'EkVSLiBMaWJlcmF0byBCYXJyb3NvLCAxMDAxIC0gQ2VudHJvLCBGb3J0YWxlemEgLSBDRSwgNjAwMzAtMTYwLCBCcmF6aWwiGxIZChQKEgkRl5nbr0nHBxHeKSy7J1P4pxDpBw', 'types': ['street_address']}]"
589,66708-0,R  LIBERATO BARROSO 971  27 CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '971', 'short_name': '971', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 971 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.726152799999999, 'lng': -38.53591400000001}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724803819708498, 'lng': -38.53456501970851}, 'southwest': {'lat': -3.727501780291502, 'lng': -38.53726298029151}}}, 'place_id': 'EkRSLiBMaWJlcmF0byBCYXJyb3NvLCA5NzEgLSBDZW50cm8sIEZvcnRhbGV6YSAtIENFLCA2MDAzMC0xNjAsIEJyYXppbCIbEhkKFAoSCRGXmduvSccHEd4pLLsnU_inEMsH', 'types': ['street_address']}]"
590,199163-9,R  PARANA 715  DEMÓCRITO ROCHA FORTALEZA - CE CEP:60440104,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '715', 'short_name': '715', 'types': ['street_number']}, {'long_name': 'Rua Paraná', 'short_name': 'R. Paraná', 'types': ['route']}, {'long_name': 'Demócrito Rocha', 'short_name': 'Demócrito Rocha', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60440-104', 'short_name': '60440-104', 'types': ['postal_code']}], 'formatted_address': 'R. Paraná, 715 - Demócrito Rocha, Fortaleza - CE, 60440-104, Brazil', 'geometry': {'bounds': {'northeast': {'lat': -3.7583341, 'lng': -38.56871080000001}, 'southwest': {'lat': -3.7585355, 'lng': -38.56895}}, 'location': {'lat': -3.7584437, 'lng': -38.56881630000001}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.757085819708498, 'lng': -38.5674814197085}, 'southwest': {'lat': -3.759783780291502, 'lng': -38.5701793802915}}}, 'place_id': 'ChIJOcT-1FdJxwcRV3aL9CtC3t0', 'types': ['premise']}]"
591,230522-4,R BAR DE SOBRAL 609  MONTESE FORTALEZA - CE CEP:60420775,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '609', 'short_name': '609', 'types': ['street_number']}, {'long_name': 'Rua Barão de Sobral', 'short_name': 'Rua Barão de Sobral', 'types': ['route']}, {'long_name': 'Montese', 'short_name': 'Montese', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60420-775', 'short_name': '60420-775', 'types': ['postal_code']}], 'formatted_address': 'Rua Barão de Sobral, 609 - Montese, Fortaleza - CE, 60420-775, Brazil', 'geometry': {'location': {'lat': -3.766928, 'lng': -38.5545021}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.765579019708498, 'lng': -38.5531531197085}, 'southwest': {'lat': -3.768276980291502, 'lng': -38.5558510802915}}}, 'place_id': 'ChIJs4aecrNOxwcRX1C-6e4O7kA', 'plus_code': {'compound_code': '6CMW+65 Montese, Fortaleza - State of Ceará, Brazil', 'global_code': '69836CMW+65'}, 'types': ['street_address']}]"
592,457982-8,R  NESTOR BARBOSA 723  AMADEU FURTADO FORTALEZA - CE CEP:60455610,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '723', 'short_name': '723', 'types': ['street_number']}, {'long_name': 'Rua Nestor Barbosa', 'short_name': 'R. Nestor Barbosa', 'types': ['route']}, {'long_name': 'Parquelândia', 'short_name': 'Parquelândia', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '61602-310', 'short_name': '61602-310', 'types': ['postal_code']}], 'formatted_address': 'R. Nestor Barbosa, 723 - Parquelândia, Fortaleza - CE, 61602-310, Brazil', 'geometry': {'location': {'lat': -3.7454441, 'lng': -38.5617619}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.744095119708498, 'lng': -38.5604129197085}, 'southwest': {'lat': -3.746793080291503, 'lng': -38.5631108802915}}}, 'place_id': 'ChIJx3gOjmZJxwcRp0DXY1F9Fm4', 'plus_code': {'compound_code': '7C3Q+R7 Parquelândia, Fortaleza - State of Ceará, Brazil', 'global_code': '69837C3Q+R7'}, 'types': ['street_address']}]"
593,66692-0,R  LIBERATO BARROSO 981  CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '981', 'short_name': '981', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 981 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.726131, 'lng': -38.5359824}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724782019708498, 'lng': -38.53463341970851}, 'southwest': {'lat': -3.727479980291502, 'lng': -38.5373313802915}}}, 'place_id': 'EkRSLiBMaWJlcmF0byBCYXJyb3NvLCA5ODEgLSBDZW50cm8sIEZvcnRhbGV6YSAtIENFLCA2MDAzMC0xNjAsIEJyYXppbCIbEhkKFAoSCRGXmduvSccHEd4pLLsnU_inENUH', 'types': ['street_address']}]"
594,66702-1,R  LIBERATO BARROSO 971  21 CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '971', 'short_name': '971', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 971 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.726152799999999, 'lng': -38.53591400000001}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724803819708498, 'lng': -38.53456501970851}, 'southwest': {'lat': -3.727501780291502, 'lng': -38.53726298029151}}}, 'place_id': 'EkRSLiBMaWJlcmF0byBCYXJyb3NvLCA5NzEgLSBDZW50cm8sIEZvcnRhbGV6YSAtIENFLCA2MDAzMC0xNjAsIEJyYXppbCIbEhkKFAoSCRGXmduvSccHEd4pLLsnU_inEMsH', 'types': ['street_address']}]"
