,inscricao,contribuinte,end,categoria,lat_gMaps,lng_gMaps,bairro_gMaps,bairro_name,bairro_GID
821,613729-6,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R PRO VICENTE SILVEIRA 657  VILA UNIÃO FORTALEZA - CE CEP:60410672,Evangélicas,-3.766971,-38.538649,Vila União,Vila União,109
822,311789-8,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R  GUANABARA 621  PAN AMERICANO FORTALEZA - CE CEP:60440135,Evangélicas,-3.7565248,-38.5686279,Demócrito Rocha,Panamericano,104
823,209032-5,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,AV SEN FERNANDES TAVORA 471  JÓQUEI CLUBE FORTALEZA - CE CEP:60510111,Evangélicas,-3.7650093,-38.5773876,Henrique Jorge,Jóquei Clube,101
824,27162-4,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R PRO VICENTE SILVEIRA 661  VILA UNIÃO FORTALEZA - CE CEP:60410672,Evangélicas,-3.767169999999999,-38.5387285,Vila União,Vila União,109
825,347059-8,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R  VII (CIDADE OESTE) 178  QUINTINO CUNHA FORTALEZA - CE CEP:60351770,Evangélicas,-3.728697899999999,-38.6023923,Quintino Cunha,Quintino Cunha,48
826,70719-8,UNIAO NORTE BRASILEIRA DE EDUCACAO E CULTURA,R  JAIME BENEVOLO 259  CENTRO FORTALEZA - CE CEP:60050080,Católica Apostólica Romana,-3.7347274,-38.5261742,Centro,Centro,10
827,70822-4,UNIAO NORTE BRASILEIRA DE EDUCACAO E CULTURA,AV DUQ DE CAXIAS 101  CENTRO FORTALEZA - CE CEP:60035111,Católica Apostólica Romana,-3.7336487,-38.5253888,Centro,Centro,10
828,67961-5,1 IGREJA PRESBITERIANA INDEPENDENTE DE FORTALEZA,R PRC ISABEL 290  CENTRO FORTALEZA - CE CEP:60015060,Evangélicas,-3.7236044,-38.5345184,Centro,Centro,10
829,110662-7,1 IGREJA PRESBITERIANA INDEPENDENTE DE FORTALEZA,R  WALTER POMPEU 760  CRISTO REDENTOR FORTALEZA - CE CEP:60337120,Evangélicas,-3.7113928,-38.56918539999999,Álvaro Weyne,Cristo Redentor,12
830,180284-4,1 IGREJA PRESBITERIANA INDEPENDENTE DE FORTALEZA,R CAP OLAVO 324  ALTO DA BALANÇA FORTALEZA - CE CEP:60851245,Evangélicas,-3.7650304,-38.5161745,Alto da Balança,Alto da Balança,93
